datetime,text,sentiment,source,sentiment_score,hour,day_of_week
2009-05-17 11:41:08,@KristynMichelle Just by being u  and u know...for always UNDERSTANDING me.,positive,sentiment140,1.0,11.0,Sunday
2009-06-07 19:31:53,@officialTila omg i am a big fan tila twitter me please. ,positive,sentiment140,1.0,19.0,Sunday
2009-05-10 05:02:33,I feel like crap. Urgh. ,negative,sentiment140,0.0,5.0,Sunday
2009-05-30 21:09:16,"@DJ__RAW that's how I feel homie, wanna share some Krispy Kreme donuts and milk? ",positive,sentiment140,1.0,21.0,Saturday
2009-06-07 15:41:28, joins leaving. I don't want him to leave ,negative,sentiment140,0.0,15.0,Sunday
2009-06-18 08:09:35,"whyyyy does it have to be rainy, today of all days?! ",negative,sentiment140,0.0,8.0,Thursday
2009-06-07 08:26:26,"so happy its a gorgeous day, poolside laterr ",positive,sentiment140,1.0,8.0,Sunday
2009-06-06 14:01:13,@Loebette That roast pork dinner sounds delicious.  I had soup ,negative,sentiment140,0.0,14.0,Saturday
2009-06-15 02:13:12,@advany I'm very lucky to know some of the lovely people at Hyves ,positive,sentiment140,1.0,2.0,Monday
2009-06-25 06:27:12,One more day of Summer Session 1!!! Summer Session 2 starts Monday ,negative,sentiment140,0.0,6.0,Thursday
2009-05-29 11:25:26,Just ate chinese. going to Erin and Mark's(Tot) rehearsal at 5:30. But first its naptime even though i havent been up very long. ,positive,sentiment140,1.0,11.0,Friday
2009-06-01 04:03:08,"@sturbanclothing Happy birthday mate, hope ya get chance to cause some trouble today! ",positive,sentiment140,1.0,4.0,Monday
2009-06-23 10:09:49,"tried to add a green ribbon to my avatar, but it didnt work  ah well.",negative,sentiment140,0.0,10.0,Tuesday
2009-06-05 14:31:15,Playing outside with my boys. ,positive,sentiment140,1.0,14.0,Friday
2009-06-05 21:33:58,just got back from the play. ,positive,sentiment140,1.0,21.0,Friday
2009-06-19 08:50:02,what's wrong with me ,negative,sentiment140,0.0,8.0,Friday
2009-05-26 21:52:06,"@Christine44 You'll always have me, my friend ",negative,sentiment140,0.0,21.0,Tuesday
2009-06-07 02:03:08,Last day in Zurich then back to Frankfurt before heading back to Chicago and real life. I need more crepes and dÃ¶ner before I leave ,negative,sentiment140,0.0,2.0,Sunday
2009-05-30 10:50:20,@elyceeee your mom is amazing ,positive,sentiment140,1.0,10.0,Saturday
2009-05-31 07:50:47,Has one more day on the East Coast then Im back to San Francisco! Acting school starts this week ,positive,sentiment140,1.0,7.0,Sunday
2009-05-10 08:37:26,"Not liking my new account, lost my followers  waiting for my old password sent to me.. Come on twitter email meeeeeeeeeeee",negative,sentiment140,0.0,8.0,Sunday
2009-06-02 13:05:22,@jencook522 nice  thats sexy,positive,sentiment140,1.0,13.0,Tuesday
2009-05-04 00:01:55,No. No she did not bring home cookies.  She also think the sandwich I wanna eat looks nasty. *sigh* woe is me. heavy on the woe.,negative,sentiment140,0.0,0.0,Monday
2009-05-30 10:58:33,"@AllKerryBerry haha at least we got to the final and won the league. didn't you come third? yes, yes i thought so ",positive,sentiment140,1.0,10.0,Saturday
2009-05-14 03:30:17,"Shiiiiit, I hate ap testing. Ugh, I'm dreading thisss ",negative,sentiment140,0.0,3.0,Thursday
2009-06-06 14:11:13,@thelake til tuesday ,positive,sentiment140,1.0,14.0,Saturday
2009-05-26 23:11:51,"ooo getting a credit card was a bad idea...2 concert tickets, a camera and an ipod later  ",positive,sentiment140,1.0,23.0,Tuesday
2009-06-15 08:36:34,Nice to be back in the saddle after LONG weekend of flying. Bike  No bike ,negative,sentiment140,0.0,8.0,Monday
2009-06-16 16:20:22,Just got informed that one of my best friends h/b arrested two days ago!  I wouldn't forgive them! #GR88,negative,sentiment140,0.0,16.0,Tuesday
2009-05-30 09:53:23,At least I received me some Education which I hankered fer. ,positive,sentiment140,1.0,9.0,Saturday
2009-06-06 23:04:42,@Dfizzy after one round of being a specator it froze on me  then i got it and it froze completely!,negative,sentiment140,0.0,23.0,Saturday
2009-05-29 07:56:35,will not be home til 10 pm tonight ,negative,sentiment140,0.0,7.0,Friday
2009-06-01 09:22:58,@SoTickledPink i feel like i just wrote you my whole life story. sry its so long ,negative,sentiment140,0.0,9.0,Monday
2009-06-01 05:58:15,having rainforrest alliance coffee at shell select food ,positive,sentiment140,1.0,5.0,Monday
2009-06-18 14:10:26,I Buy a pack of dvd recorders and yet not one of them works in the dvd player ,negative,sentiment140,0.0,14.0,Thursday
2009-05-17 00:25:45,@100interviews thanks for the follow Derek! ,positive,sentiment140,1.0,0.0,Sunday
2009-05-30 09:55:10,Always disappointing to get out of the shower after half an hour and not have any new messages. ,negative,sentiment140,0.0,9.0,Saturday
2009-05-11 22:33:46,Tom is right. Crunchy Nut were great! ,positive,sentiment140,1.0,22.0,Monday
2009-05-31 03:26:34,bad weather  !!,negative,sentiment140,0.0,3.0,Sunday
2009-06-01 16:04:49,Can't believe how much money is being poured into GM and how many jobs are being lost in the process ,negative,sentiment140,0.0,16.0,Monday
2009-06-23 17:44:16,@tabbycat6380 I wanna curl up in my shady bed and pretend it's sleepytime. Alas I am still @ work. ,negative,sentiment140,0.0,17.0,Tuesday
2009-06-16 22:35:33,@Epigrammist Jimijo Internet Hotspot 2 here in Gladstone. It's an 'easy' write off don't worry just can't afford it right now ,negative,sentiment140,0.0,22.0,Tuesday
2009-06-19 22:41:16,FINALLY ON MY WAY BACK TO THE A.....UGHHHH ,negative,sentiment140,0.0,22.0,Friday
2009-05-29 17:28:20,"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental. ",negative,sentiment140,0.0,17.0,Friday
2009-05-30 04:01:28,"@LittleLee aaaah sorry, already had a butty  missed out last time cos mum lathered in hp fuckin sauce! Gah. . . It was nommy today though",positive,sentiment140,1.0,4.0,Saturday
2009-06-03 00:40:00,"SINGALONG TWEEPS! &quot;I've got soul, but I'm not a soldier&quot; &quot;All These Things That I've Done&quot; - The Killers  â« http://blip.fm/~7jjx2",positive,sentiment140,1.0,0.0,Wednesday
2009-06-06 14:11:28,"@bettyy23 aw i love that movie, i watched it online 'cause in argentina it comes out next month ",negative,sentiment140,0.0,14.0,Saturday
2009-05-30 00:30:32,@danicavelasco hey saturday night whats happening? if you come over we'd have my house to ourselves! im thinking dance party let me know ,positive,sentiment140,1.0,0.0,Saturday
2009-05-03 07:24:15,Siiiighs .... naked no more   Children will return in a few hrs from the weekend w/ their father. Naked weekends sure do fly by!,negative,sentiment140,0.0,7.0,Sunday
2009-06-06 13:00:44,i am just hanging with my friend paige at her house we were going to the movies but know we arnt  ohh well i guess,negative,sentiment140,0.0,13.0,Saturday
2009-05-26 23:09:24,Downloading Mariah Carey Discography. ,positive,sentiment140,1.0,23.0,Tuesday
2009-05-29 19:23:44,Just woke up. Syafiq not answering his phone ,negative,sentiment140,0.0,19.0,Friday
2009-06-21 05:17:14,Old coffee maker being retired after this morning's pot ,negative,sentiment140,0.0,5.0,Sunday
2009-04-19 07:35:03,No Meet The Press or Inside Washington. Just lovely quietness.  w/ a few giggles.,positive,sentiment140,1.0,7.0,Sunday
2009-05-17 20:28:33,@drcharlii omgosh charli you got twitter!  i'd love to see it! hehehe thankyouu &lt;3 @vissy aw thankyou!!  ehehe you can be the judge!,positive,sentiment140,1.0,20.0,Sunday
2009-06-06 19:48:30,"@hispanicreject I know I wish I interned too  wht section do you have star, spotlights or encores?",negative,sentiment140,0.0,19.0,Saturday
2009-06-01 07:10:27,"Bank, post office and pool! ",positive,sentiment140,1.0,7.0,Monday
2009-05-17 10:52:42,@jstaffz thanks babyyyyy!!!  I brought my lucky bikini. Lol,positive,sentiment140,1.0,10.0,Sunday
2009-04-17 21:52:32,kind of just had her feelings hurt. a lot. Wow...I'm really quite over this. Hatching Pete is a cute movie though ,positive,sentiment140,1.0,21.0,Friday
2009-06-05 13:34:54,@s13pdg hey hey Pete  thank you so much for that and I have no idea what kipple means. Just liked the word ,positive,sentiment140,1.0,13.0,Friday
2009-06-16 21:03:08,im so upset  i want to videotape me on my stripper pole and my webcam isnt working?!? like that photobooth thing wont open..who has a mac?,negative,sentiment140,0.0,21.0,Tuesday
2009-06-02 21:10:13,At the beach with my momma and my baby.  Wish my hubby was here! ,negative,sentiment140,0.0,21.0,Tuesday
2009-05-31 08:52:58,"at least i made you smile, even if it was funny. ",positive,sentiment140,1.0,8.0,Sunday
2009-06-20 16:49:13,At church. Why are we here again? It's too early to be awake... ,negative,sentiment140,0.0,16.0,Saturday
,"LinkedIn vs. Twitter Data Science:

LinkedIn: ""Think you need Math to be a data scientist? Think again! Here are 10 tips and tricks I used to grift my way to the top of a DS ladder!""

Twitter:  ""something something chatGPT; haha xgboost""

We have a ways to go.",positive,chatgpt,1.0,,
2009-06-18 07:51:52,Must contain that excitement tho as I ate a toasted chicken sandwich in record time. Eek! Now my tummy doesn't like me anymore ,negative,sentiment140,0.0,7.0,Thursday
2009-06-02 01:28:58,@pinkeyedmonster season finale ep 25. im at 12. ,negative,sentiment140,0.0,1.0,Tuesday
2009-06-20 14:32:57,"Hmm, turns out the Kings arent on that  Sorry if I got anyones hopes up!! Time to listen to Live shows on Ipod me thinks....",negative,sentiment140,0.0,14.0,Saturday
2009-05-16 22:55:08,@Maggiemelba ouch  all better now? Coming to work today?,negative,sentiment140,0.0,22.0,Saturday
2009-05-02 04:51:44,@pegbaron http://tinyurl.com/d5l5qy if you want to check it out ,positive,sentiment140,1.0,4.0,Saturday
,atm am pretty convinced ChatGPT could do a better job writing this essay than me,positive,chatgpt,1.0,,
2009-06-18 15:56:28,#inaperfectworld &quot;The Wire&quot; would still be on HBO ,negative,sentiment140,0.0,15.0,Thursday
2009-06-18 23:39:45,@davidrankin I read that on Wikipedia... that's so sad.    He was extremely talented - every sample he picked out went perfectly.,negative,sentiment140,0.0,23.0,Thursday
2009-06-07 05:12:36,@mohitkorde cool ! You on UberTwitter too ,positive,sentiment140,1.0,5.0,Sunday
2009-06-14 22:34:47,Where the fuck is ana!?! ,negative,sentiment140,0.0,22.0,Sunday
2009-06-15 10:35:16,@ddlovato yogurt its really god to your stomach and body. helps you body to increasy defenseas and kill antibodies ha.ha ,positive,sentiment140,1.0,10.0,Monday
2009-06-01 12:23:41,Just heard a commercial for Torchsong come through on BBCA in my property manager's apartment. God I wish I was going ,negative,sentiment140,0.0,12.0,Monday
2009-06-05 10:14:52,"@EricaMueller Hey, where's my royalties? ",positive,sentiment140,1.0,10.0,Friday
2009-06-15 17:23:29,@Jonasbrothers im so excited! ,positive,sentiment140,1.0,17.0,Monday
2009-06-17 05:10:54,My 1:6 bodies came today. one of the neck knobs is bust. Color me unhappy.  ,negative,sentiment140,0.0,5.0,Wednesday
2009-06-06 06:25:31,@therealpickler I kno right..! Bama rules!!! ,positive,sentiment140,1.0,6.0,Saturday
2009-05-30 23:19:45,Piolo Pascual and Martin Nievera's version of No Boundaries is.. goddamn irksome!! Only Kris Allen can sing that stunning song! LOL ,positive,sentiment140,1.0,23.0,Saturday
2009-06-06 08:54:35,@KhloeKardashian I would consider bidding on all 3 of you girls and Mom as well! ,positive,sentiment140,1.0,8.0,Saturday
,"@GRDecter I asked ChatGPT what it's name is, he said Simon, the proceeded to give me the entire wikipedia for Simon Nakhoul (soccer player), I asked why he said that and he said it just popped up in his head ð¤£ð¤£ð¤£
Love him already, just like me, full of useless knowledge. https://t.co/9uUZDhzZkh",positive,chatgpt,1.0,,
2009-05-17 06:21:12,@adhanti poor you ,negative,sentiment140,0.0,6.0,Sunday
,"#ChatGPT

ChatGPT could be a revolutionary game-changer for humanity @Microsoft @satyanadella https://t.co/9hBnMrrMjL",neutral,chatgpt,0.5,,
2009-06-16 13:33:21,Got an appointment at the optometrist today again. To test me for glycoma ,negative,sentiment140,0.0,13.0,Tuesday
2009-06-16 07:40:46,Last day in Boston. Heading home tomorrow morning ,negative,sentiment140,0.0,7.0,Tuesday
2009-05-31 13:39:02,@Yael_80 Good luck!Sounds like you've done tons of preparation so no worries ,positive,sentiment140,1.0,13.0,Sunday
2009-05-22 00:12:18,obsessed with farm town on facebook ,positive,sentiment140,1.0,0.0,Friday
2009-06-03 10:00:28,"Ughh, I am going to help my mom out today, Then im getting Sim 3 ",positive,sentiment140,1.0,10.0,Wednesday
2009-05-18 07:30:18,@laurannet Hello Ms Plurker!! Yes I am! But I couldn't resist the wedding  will power will power.,negative,sentiment140,0.0,7.0,Monday
2009-06-23 12:24:06,sittin in the bus stop with a foot that hurts like hell yay me ,negative,sentiment140,0.0,12.0,Tuesday
2009-06-23 14:54:07,Baby keep my heart beat' beat' beating  Kevin bard &lt;3,negative,sentiment140,0.0,14.0,Tuesday
2009-05-10 20:01:37,"@wmiar you're from Clarkson, Kentucky, population 794. http://bit.ly/7HcJh   do u even have traffic stops in your town, miss &quot;genius&quot;?  ",positive,sentiment140,1.0,20.0,Sunday
2009-06-01 15:11:05,#musicmonday - Jonas Brothers - &quot;Paranoid&quot; -- Really goes well with the movie I'm watching. 'A Beautiful Mind'. LOVE this movie so far. ,positive,sentiment140,1.0,15.0,Monday
2009-06-19 20:19:48,ahhhh whats on my pants!? i hope it comes out ,negative,sentiment140,0.0,20.0,Friday
2009-06-01 20:30:54,@superpets completely understand. Although this one does do a cat rescue on wknds!but good 4 u 4 calling peeps out &amp; telling them! ,positive,sentiment140,1.0,20.0,Monday
,"ØµØ¨Ø§Ø­ Ø§ÙØ®ÙØ±
Ø§ÙÙÙØ§Ø±Ø¯Ù ChatGPT Ø³Ø£ÙÙÙ .. ÙÙØª ÙØªØ®ÙÙ Ø§ÙØªØ·ÙØ± Ø¯Ù ÙÙØ§Ø®Ø¯ ÙÙØª Ø£ÙØªØ± ÙÙ ÙØ¯Ù Ø¨ÙØªÙØ± Ø¹ÙØ´Ø§Ù ÙØ­ØµÙ",neutral,chatgpt,0.5,,
2009-05-26 22:54:25,my day just keeps getting worse ,negative,sentiment140,0.0,22.0,Tuesday
2009-06-06 08:20:26,Gym with meg then free ice cream at friendlys with my SAT friends? ,positive,sentiment140,1.0,8.0,Saturday
2009-06-05 21:13:44,twas a very goodnight ,positive,sentiment140,1.0,21.0,Friday
2009-06-05 18:45:56,@thehahasisters You're very entertaining. Just upload a new pic and it'll be all good. ,positive,sentiment140,1.0,18.0,Friday
2009-05-18 05:33:51,"oh, i found it. haha. going to practice now ",positive,sentiment140,1.0,5.0,Monday
2009-06-03 06:12:41,@Cuevman81 you must be doing something right if the pron is following you ,positive,sentiment140,1.0,6.0,Wednesday
2009-06-15 05:20:17,@martinamcbride http://twitpic.com/75zce - beautiful country ladies. Too bad I left Nashville! ,negative,sentiment140,0.0,5.0,Monday
2009-06-17 15:01:34,@stephrosevear moi aussi.  been living off highlights BUT I just found this: http://bit.ly/QirRM,negative,sentiment140,0.0,15.0,Wednesday
2009-06-15 23:36:16,Im tired but it was a good workout ,positive,sentiment140,1.0,23.0,Monday
2009-04-19 02:13:44,had spagitti bolanaise (can't spell it!!) it so so yummy mmmmmm ,positive,sentiment140,1.0,2.0,Sunday
2009-05-30 14:32:34,Another weekend working...thatï¿½s enough ! ,negative,sentiment140,0.0,14.0,Saturday
2009-05-30 07:32:53,"yes it works...so : if i sell this one, iï¿½ll sell more..http://bit.ly/wEzBE and if you buy it you get some xtra goodies ",positive,sentiment140,1.0,7.0,Saturday
2009-05-18 02:12:42,Back to work at Siam Square...might fin around 8pm ,negative,sentiment140,0.0,2.0,Monday
2009-06-15 22:42:48,@TheFeas I hope not! ,negative,sentiment140,0.0,22.0,Monday
2009-06-15 18:15:54,got Pageant of the Masters tickets &amp; a beautiful journal ,positive,sentiment140,1.0,18.0,Monday
2009-05-31 03:22:22,"so happy being with him the whole weekend, ",positive,sentiment140,1.0,3.0,Sunday
2009-05-31 05:00:17,i miss my family that's what  good fucking night&lt;3 morning?,negative,sentiment140,0.0,5.0,Sunday
2009-06-15 02:16:40,For now I will have to stop imaginine blowing peiople away with a rocket launcher in UT3 and get on with some real work ,negative,sentiment140,0.0,2.0,Monday
2009-05-17 10:29:57,Missing my sis already and I only left her at the airport 5 mins ago ,negative,sentiment140,0.0,10.0,Sunday
2009-05-29 18:00:52,Is not feeling well.   again. ,negative,sentiment140,0.0,18.0,Friday
